category,test_code,uzl_test_name,menu
,7286,Andere (Toxicologie) (urine),extended
,7287,Neuroleptica (urine),extended
,7288,Toxicologische screening (urine),extended
,7289,Laxativa (urine),extended
,7290,Diuretica (urine),extended
,7304,PT (orale antistolling met advies),extended
,7308,Trombine tijd (bloed),extended
,7314,Factor V (bloed),extended
,7315,Factor II (selectief protrombine)(bloed),extended
,7316,Factor VIII chromogene inhibitor (bloed),extended
,7318,Factor VII (bloed),extended
,7319,Factor X (bloed),extended
,7320,Factor VIII coagulans (bloed),extended
,7321,Factor VIII coagulans inhibitor (bloed),extended
,7322,von Willebrand factor antigeen (bloed),extended
,7323,von Willebrand faktor Ristocetine cofaktor (bloed),extended
,7324,von Willebrand protease (bloed),extended
,7325,Factor IX activiteit (bloed),extended
,7326,Factor IX inhibitor (bloed),extended
,7327,Factor XI (bloed),extended
,7328,Factor XII (bloed),extended
,7329,Antitrombine (bloed),extended
,7330,Proteïne C (bloed),extended
,7331,Proteïne S (bloed),extended
,7332,aPC resistentie (bloed),extended
,7333,von Willebrand multimeren (bloed),extended
,7334,Reptilase tijd (bloed),extended
,7335,Alfa 2-antiplasmine (bloed),extended
,7336,Plasminogeen (bloed),extended
,7338,Factor V inhibitor (bloed),extended
,7339,Trombocyten functie (PFA) (bloed) (STAT),extended
,7341,Lupus anticoagulans (bloed),extended
,7342,Factor VII inhibitor (bloed),extended
,7343,Cardiolipine antistof IgG (bloed),extended
,7346,Cardiolipine antistof IgM (bloed),extended
,7347,Factor II inhibitor (bloed),extended
,7350,Factor XIII inhibitor (bloed),extended
,7351,Homocysteïne (bloed),extended
,7352,Homocysteïne na belasting (bloed),extended
,7353,Rivaroxaban (bloed),extended
,7354,Apixaban (bloed),extended
,7355,Fondaparinux (bloed),extended
,7356,LMWH (bloed),extended
,7357,UF Heparine (bloed),extended
,7358,Dabigatran (bloed),extended
,7359,Edoxaban (bloed),extended
,7361,Spontane tromboc. aggreg. (bloed) (STAT),extended
,7363,Trombocyten aggregatie (bloed) (STAT),extended
,7365,Trombocyten ATP secretie (bloed) (STAT),extended
,7366,Confirmatie lage Trombocyten ATP secretie (bloed) (STAT),extended
,7368,Anti-B2 glycoproteine Ib As IgG,extended
,7369,Anti-B2 glycoproteine Ib As IgM,extended
,7370,Bloedingstijd (Ivy) (bloed),extended
,7375,von Willebrand protease inhibitor (bloed),extended
,7380,Normandy (Factor VIII bindingsassay) (bloed),extended
,7382,Tissue plasminogen activator (TPA) (bloed),extended
,7383,Prekallikreïne,extended
,7386,HMW Kininogeen,extended
,7390,Emicizumab,extended
,7391,Factor XIII activiteit (bloed),extended
,7392,Factor XIII aanwezigheid (bloed),extended
,7394,Hepar. geïnduc.trombop. (bloed),extended
,7396,Factor VIII chromogeen: humane reagentia (bloed),extended
,7398,Vaccine-induced immune thrombotic thrombocytopenia (VITT) (bloed),extended
,7455,Nicotine/cotinine (urine),extended
,7456,Creatine/Guanidinoazijnzuur (bloed),extended
,7457,Creatine/Guanidinoazijnzuur (urine),extended
,7458,Creatine/Guanidinoazijnzuur (CSV),extended
,7550,Chylomicronen (peritoneaal vocht),extended
,7701,Ethanol (diverse),extended
,7723,Andere (Toxicologie) (diverse),extended
,8005,Infliximab bloedspiegel bij verdunning (incl. anti-infliximab as indien van toepassing),extended
,8006,Adalimumab bloedspiegel bij verdunning (incl. anti-adalimumab as indien van toepassing),extended
,8007,Ustekinumab bloedspiegel bij verdunning,extended
,8008,Vedolizumab bloedspiegel bij verdunning,extended
,8020,Anti-Infliximab antistoffen,extended
,8030,Anti-Adalimumab antistoffen,extended
,8042,Infliximab bloedspiegel (incl. anti-infliximab as indien van toepassing) (EM),extended
,8105,Infliximab bloedspiegel bij subcutane toediening (incl. anti-infliximab as indien van toepassing) (EM),extended
,8150,Vedolizumab bloedspiegel bij subcutane toediening,extended
,8649,Vitaal kleuring (sperma),extended
,8835,CD5 (+) B-cellen (bloed),extended
,8836,HLA-DR (bloed),extended
,8837,B-cellen (CD19) (bloed),extended
,8838,T-cellen (CD3) (bloed),extended
,8845,CD4 T-cellen (bloed),extended
,8846,CD8 T-cellen (bloed),extended
,8848,Natural killer en killer cells (bloed),extended
,8850,CD4(+) regulatoire T-cellen (bloed),extended
,8851,CD62-L (L-selectine) (bloed),extended
,8852,CD57 (bloed),extended
,8853,CD28 (bloed),extended
,8870,Naïeve T-cellen (CD27+ CD45RA+),extended
,8871,STAT1 fosforylatie (monocyten)(bloed),extended
,8872,Expressie CD107a (bloed),extended
,8873,Perforine expressie (bloed),extended
,8874,XIAP expressie (bloed),extended
,8875,IL12RB1 (CD212)(bloed),extended
,8876,SAP expressie (bloed),extended
,8877,Alfa/beta en gamma/delta binnen T-celsubpopulaties (bloed),extended
,8880,BTK (bloed),extended
,8885,Memory B-cellen (bloed),extended
,8886,Adhesie (CD18/CD11 expressie) (bloed),extended
,8888,CD40 expressie op B-lymfocyten (bloed),extended
,8890,Oxidatief metabolisme (DHR oxidatie) (bloed),extended
,8891,CD34 (progenitor cellen),extended
,8893,Parox. nachtelijke Hgb-urie (bloed),extended
,8894,CD40 Ligand expressie (bloed),extended
,8895,Hematologische immuunfenotypering (CSV),extended
,8896,Hematologische immuunfenotypering (diverse vochten),extended
,8898,Hematologische immuunfenotypering (bloed),extended
,8947,Kweek progenitor cellen (diversen),extended
,9301,Osmotische resistentie (bloed),extended
,9316,Foetaal bloed (bloed),extended
,9331,Opsporen Hemoglobinopathie (bloed),extended
,9348,Sikkelcel screening (bloed),extended
,9361,Aminolevulinezuur (ALA) (urinedebiet),extended
,9362,Aminolevulinezuur (ALA) (urinestaal),extended
,9363,Porfobilinogeen (urinedebiet),extended
,9365,Opzoeken Porfyrines (urinestaal),extended
,9367,Opzoeken Porfyrines (urinedebiet),extended
,9370,Zink-protoporfyrine/vrij protoporfyrine IX (RBC) (bloed),extended
,9373,Totale protoporfyrines (RBC) (bloed),extended
,9378,Porfyrines (faecesstaal),extended
,9385,Porfobilinogeen deaminase (RBC) (bloed),extended
,9386,Porfobilinogeen (urinestaal),extended
,9387,Porfyrines (plasma),extended
,9395,Hexokinase (bloed),extended
,9397,Pyruvaat kinase (bloed),extended
,9399,G-6-P dehydrogenase (bloed),extended
,9431,Cytologisch onderzoek (beenmerg),extended
,9475,Hematologische immuunfenotypering (beenmerg),extended
,9476,DNA inhoud (beenmerg),extended
,10132,Bijengif i1 (bloed),extended
,10133,Wespengif i3 (bloed),extended
,10134,"Veldwesp, Amerikaanse i4 (bloed)",extended
,10135,Kakkerlak (Blatella germanica) i6 (bloed),extended
,10136,Mier (Solenopsis invicta) i70 (bloed),extended
,10137,Mug (Aedes communis) i71 (bloed),extended
,10138,Muggenlarve (Chironimus thummi) i73 (bloed),extended
,10139,Europese hoornaar i75 (bloed),extended
,10142,Ispaghula k72 (bloed),extended
,10145,TDI (tolueen diisocyanaat) k75 (bloed),extended
,10146,MDI (diphenyl methaan diisocyanaat) k76 (bloed),extended
,10147,HDI (hexamethyleen diisocyanaat) k77 (bloed),extended
,10148,Ethyleenoxide k78 (bloed),extended
,10149,Phtaalzuuranhydride k79 (bloed),extended
,10150,Formaldehyde k80 (bloed),extended
,10151,Ficus k81 (bloed),extended
,10152,Latex k82 (bloed),extended
,10153,Katoenzaad k83 (bloed),extended
,10154,Zonnebloemzaad k84 (bloed),extended
,10157,Alfa amylase k87 (bloed),extended
,10176,Katoen o1 (bloed),extended
,10177,Humaan sperma o70 (bloed),extended
,10280,Ambrosia (nAmb a 1) (w230),extended
,10303,Protamine U1190 (bloed),extended
,10433,"Graspollenmengsel gx6 (g2,g5,g10,g11,g13,g17) (bloed)",extended
,10435,Meelmot i203 (bloed),extended
,10436,Daas (Tabanus spp) i204 (bloed),extended
,10437,Hommelgif i205 (bloed),extended
,10439,Bromeline k202 (bloed),extended
,10444,Wit van ei (nGal d 4) k208 (bloed),extended
,10458,Trichophyton ment. var interdi. m211 (bloed),extended
,10463,Meelworm visvoer o211 (bloed),extended
,10468,Regionaal mengsel rx5 (d1-e1-m3-i6) (bloed),extended
,10549,Kruidenmengsel fx70 (f272-f274-f273-rf275) (bloed),extended
,10563,Wespengif (Amerikaanse) i2 (bloed),extended
,10565,Gele horzel gif i5 (bloed),extended
,10568,Berlijnse kever i76 (bloed),extended
,10569,Zijde worm i8 (bloed),extended
,10590,"Boompollenmengsel tx1 (t1,t3,t7,t8,t10) (bloed)",extended
,10616,Zure bosbes Rf341 (bloed),extended
,10620,Kakkerlak i206 (bloed),extended
,10646,"Voedselmengsel fx26 (f1,f2,f13,f89) (bloed)",extended
,10647,"Voedselmengsel fx27 (f3,f4,f14,f17) (bloed)",extended
,10648,"Voedselmengsel fx28 (f10,f24,f27,f84) (bloed)",extended
,10650,Malassezia spp. m227 (bloed),extended
,10651,MUXF3 van bromeline o214 (bloed),extended
,10652,Latex (rHev b 1) k215 (bloed),extended
,10654,Latex (rHev b 3) k217 (bloed),extended
,10655,Latex (rHev b 5) k218 (bloed),extended
,10657,Latex (rHev b 6.02) k220 (bloed),extended
,10658,Latex (rHev b 8) k221 (bloed),extended
,10660,Latex (rHev b 11) k224 (bloed),extended
,10687,"Veldwesp, Europese i77 (bloed)",extended
,10703,Bijengif (rApi m 1) i208 (bloed),extended
,10709,Wespengif (rVes v 5) i209 (bloed),extended
,10710,"Veldwesp, Europese (rPol d 5) i210 (bloed)",extended
,10717,Wespengif (rVes v 1) i211 (bloed),extended
,10718,Fruitmengsel fx31 (bloed),extended
,10726,Rocuronium (u254),extended
,10740,Walnoot (rJug r1) (f441) (bloed),extended
,10741,Walnoot (rJug r3) (f442) (bloed),extended
,10742,Cashewnoot (rAna o3) (f443) (bloed),extended
,10743,Gliadine (f98) (bloed),extended
,10744,"Galactose-alpha-1,3-galactose (o215) (bloed)",extended
,10751,Wasgagel (t56) (bloed),extended
,10754,Citrusmengsel fx29 (bloed),extended
,10755,Bijengif (rApi m 10) i217 (bloed),extended
,10757,Snoekbaars f 415 (bloed),extended
,10758,Bijengif (rApi m2) i214 (bloed),extended
,10759,Bijengif (rApi m 3) i215 (bloed),extended
,10760,Bijengif (rApi m 5) i 216 (bloed),extended
,10762,"Schimmelmengsel mx4 (m3, m207, m36, m228) (bloed)",extended
,10763,Pinda (rAra h 6) (f447) (bloed),extended
,10765,Rode snapper (f381),extended
,10769,Hennep U901 (bloed),extended
,10770,Aziatische hoornaar U1223 (bloed),extended
,10771,Bijengif (rApi m 4) U1273 (bloed),extended
,10772,Cannabis (rCan s3) U1368 (bloed),extended
,10773,Lepidoglyphus destructor (rLep d2) U1366 (bloed),extended
,11000,Ademtest Lactose,extended
,11001,Ademtest Fructose,extended
,11002,Ademtest Sucrose,extended
,11003,Ademtest Ureum,extended
,11004,Ademtest Mengtriglyceriden,extended
,11005,Ademtest Aminopyrine,extended
,11008,Ademtest 14C-Octaanzuur en 13C-glycine: maaglediging (vast+vloeibaar),extended
,11009,Ademtest Na-13C-Octanoaat: maaglediging bij zuigelingen (vloeibaar),extended
,11010,Ademtest 13C-Octaanzuur: maaglediging (vast),extended
,11013,Vetdosage in 3x24u faecescollecte zonder radioactieve merker,extended
,11014,Vetdosage in 3x24u faecescollecte na toediening van 3H-PEG,extended
,11015,Vetdosage + galzuurbep. in 3x24u faecescollecte zonder radioactieve merker,extended
,11018,Dundarmpermeabiliteitstest,extended
,11019,"3H-PEG toediening met 3x24u faecescollecte voor vetdossage, galzuur- en transitbepaling",extended
,11020,Glucoseademtest (bacteriële overgroei),extended
,11513,Pneumocystis jiroveci PCR (bronchus- of endotracheaal asp.) EM,extended
,11517,Mycoplasma pneumoniae PCR (BAL) EM,extended
,11518,Mycoplasma pneumoniae PCR (bronchus- of endotracheaal asp.) EM,extended
,11519,Mycoplasma pneumoniae PCR (CSV) EM,extended
,11547,Mycoplasma pneumoniae PCR (longbiopt) EM,extended
,11758,Pneumocystis jiroveci PCR (BAL) EM,extended
,12033,Adenovirus PCR (bloed) (EM),extended
,12034,Adenovirus PCR (faeces) (EM),extended
,12035,Adenovirus PCR (CSV) (EM),extended
,12036,Adenovirus PCR (urine) (EM),extended
,12038,Adenovirus PCR (diverse) (EM),extended
,12047,Hepatitis C PCR (sperma) (EM),extended
,12049,Hepatitis B PCR (sperma) (EM),extended
,12460,Toxoplasma gondii PCR screening post transplant (bloed) EM,extended
,12462,Epstein-Barrvirus PCR (bloed) EM,extended
,12465,Polyomavirus JC/BK PCR (bloed) EM,extended
,12480,Polyomavirus JC/BK PCR (urine) EM,extended
,12496,Cytomegalovirus PCR (CSV) EM,extended
,12497,Epstein-Barrvirus PCR (CSV) EM,extended
,12501,Polyomavirus JC/BK PCR (CSV) EM,extended
,12560,Varicella-zostervirus PCR (bovenste luchtwegen) EM,extended
,12562,Mycoplasma pneumoniae PCR (bovenste luchtwegen) EM,extended
,12605,Cytomegalovirus PCR (diversen) EM,extended
,12608,Varicella-zostervirus PCR (diversen) EM,extended
,12610,Epstein-Barrvirus PCR (diversen) EM,extended
,12612,Polyomavirus JC/BK PCR (diversen) EM,extended
,12635,Cytomegalovirus PCR (amniosvocht) EM,extended
,12660,Cytomegalovirus PCR (oog: vitreum/voorkamervocht) EM,extended
,12670,HbA1c via boronaataffiniteit (bloed),extended
,15592,Bofvirus PCR (CSV) (EM),extended
,15678,Varicella-zostervirus PCR (BAL) EM,extended
,15680,Toxoplasma gondii PCR (BAL) EM,extended
,15713,Bofvirus PCR (bovenste luchtwegen) (EM),extended
,15722,Varicella-zostervirus PCR (wisser huid) EM,extended
,15726,Varicella-zostervirus PCR (bloed) EM,extended
,15750,Monkeypox virus detectie (wisser huidletsel),extended
,15751,Monkeypox virus detectie (wisser keel),extended
,15753,Monkeypox virus detectie (wisser rectaal),extended
,17211,Fractioneren/Confirmatie Porfyrines (urinestaal),extended
,17212,Fractioneren/Confirmatie Porfyrines (urinedebiet),extended
,17274,Opiaten (urine),extended
,25736,Panbacteriële PCR (biopsie) (EM),extended
,25737,Panbacteriële PCR (lichaamsvochten) (EM),extended
